word_clean
"['chubb', 'hotel', 'conference', 'center']"
"['asai', 'casino']"
"['airbnb', '|airbnb']"
['points']
['marriott']
['sheraton']
[]
['doubletree']
['hyatt']
"['aloft', 'lodging']"
[]
['celebrate']
[]
['hilton']
['residence']
[]
['ramada']
['hyatt']
"['stratford', 'house', 'inn']"
"['hampton', 'inn']"
"['frankenmuth', 'bavarian']"
['lackland']
['hilton']
['partridge']
['airbnb']
"['hotels.com14064665', 'hotels.com']"
"['springhill', 'suites', 'vndr']"
[]
['hilton']
['yps*homeaway']
['airbnb']
['marriott']
"['best', 'western']"
"['quality', 'inn']"
['meridian']
[]
['marriott']
['meridien']
['airbnb.']
['hilton']
"['best', 'western']"
[]
['disney']
['marriot']
[]
"['hampton', 'inn']"
[]
"[""barnaby's"", 'family']"
['breckinridge']
['hilton']
['hilton']
['marriott']
['ramada']
[]
['hilton']
['hilton']
[]
['airbnb']
['doubletree']
['loews']
"['four', 'seasons']"
['hilton']
"['hampton', 'inn']"
['generator']
"['quality', 'inn']"
['hilton']
['hyatt']
['marriott']
['palace']
"['homewood', 'suites']"
[]
"['worldmark', 'wyndham']"
[]
"['krug', 'park']"
"['hard', 'rock', 'hotel']"
['hilton']
"['westin', 'hotel']"
['marriott']
['hyatt']
['marriott']
['marriott']
[]
"['crowne', 'plaza', 'hotels']"
['rosewood']
[]
['airbnb']
['airbnb']
"['royal', 'plaza']"
"['hotels.com144101409067', 'hotels.com']"
"['blue', 'water']"
['hilton']
['hyatt']
['hilton']
['airbnb']
"['tropical', 'sensations']"
['disney']
[]
['oak']
"['westin', 'hotel']"
"['woodstone', 'timeshare']"
['airbnb']
['hilton']
['hillca']
['nordic']
"['hotel', 'anza']"
['hilton']
['marriott']
"['mandarin', 'oriental']"
['doubletree']
"['best', 'western']"
"['tokyo', 'disney']"
['airbnb']
['hotwire-sales']
['airbnb']
"['holiday', 'express']"
['hyatt']
[]
[]
"['westin', 'hotel']"
"['hotels.com14198400', 'hotels.com']"
['marriott']
['hilton']
"['kimpton', 'alexis', 'hotel']"
['cobblestone']
['fgc']
['big']
['marriott-']
"['hampton', 'inn']"
"['quality', 'inn']"
"['westin', 'hotel']"
"['crowne', 'plaza', 'hotels']"
"['hampton', 'inn']"
"['hampton', 'inn']"
['hyatt']
['yps*homeaway']
"['big', 'bend']"
"['clarion', 'hotel']"
['airbnb']
"['aloft', 'hotels']"
[]
"[""yoke's"", 'argonne']"
"['westin', 'hotel']"
['marriott']
['motel']
