word_clean
['loan']
['staples']
"['great', 'lakes']"
['navi']
['loan']
"['great', 'lakes']"
"['barnes', 'noble']"
['navient-fdr']
['navi']
"['navient', 'navi']"
['nelnet']
"['barnes', 'noble']"
['navienttype:']
"['navient', 'navi']"
['mathnasium']
[]
['staples']
['officemax']
['navi']
['navi']
"['half', 'price', 'books']"
['loan']
['loan']
[]
"['udemy.com', 'udemy.com']"
['education']
[]
['staples']
"['barnes', 'noble']"
"['great', 'lakes']"
['navient']
['loan']
['loan']
['navi']
['loan']
['staples']
['loan']
['loan']
['loan']
['loan']
"['great', 'lakes']"
['loan']
[]
['navient-fdr']
['kindercare']
[]
[]
['edu']
['education']
[]
[]
['sofi']
['navi']
['staples']
['staples']
"['navient', 'navi']"
['staples']
['navient']
['navi']
['navient-fdr']
[]
['loan']
['navi']
['loan']
['education']
['mohela']
['navient']
[]
"['great', 'lakes']"
[]
['staples']
['navient']
[]
[]
[]
"['barnes', 'noble']"
"['great', 'lakes']"
"['navient', 'navi']"
['staples']
[]
['staples']
"['great', 'lakes']"
['navi']
['staples']
['navi']
[]
['navi']
['staples']
"['great', 'lakes']"
[]
['loan']
['navient']
['staples']
['navient']
"['office', 'depot']"
['education']
['officemax']
['navient']
"['great', 'lakes']"
['staples']
['education']
['education']
[]
"['office', 'depot']"
"['great', 'lakes']"
"['half', 'price', 'books']"
['staples']
['staples']
"['navient', 'navi']"
"['office', 'depot']"
['loan']
['staples']
['education']
['loan']
[]
['navi']
"['barnes', 'noble']"
[]
"['great', 'lakes']"
[]
['nelnet']
['jostens']
['loan']
"['navient', 'navi']"
[]
"['office', 'depot']"
"['smart', 'smart']"
['navi']
['navient']
[]
"['half', 'price', 'books']"
"['great', 'lakes', 'great', 'lakes']"
[]
['education']
['navient-fdr']
[]
"['education', 'education']"
['navi']
['staples']
[]
['loan']
['loan']
['education']
['staples']
"['barnes', 'noble']"
[]
['education']
['navi']
"['office', 'depot']"
['staples']
"['office', 'depot']"
['nelnet']
['nelnet']
['loan']
['loan']
"['great', 'lakes']"
['sofi']
"['great', 'lakes']"
['loan']
[]
"['sallie', 'mae']"
['udemy.com']
['loan']
['navi']
"['education', 'education']"
['navient']
['loan']
"['udemy.com', 'udemy.com']"
['navient']
"['navient', 'navient']"
[]
['education']
['mohela']
"['department', 'education']"
['loan']
['education']
['navi']
['staples']
['loan']
['osla-student']
"['office', 'depot']"
['education']
['staples']
['officemax']
['navi']
"['office', 'depot']"
['navi']
['lakes']
[]
['education']
"['office', 'depot']"
['navient-fdr']
['loan']
['loan']
['loan']
"['great', 'lakes']"
['loan']
['staples']
"['great', 'lakes']"
[]
['staples']
['navient-fdr']
"['navi', 'navi']"
['navi']
['osla-student']
['navi']
"['sallie', 'mae']"
['navi']
"['fedloan', 'servicin']"
['navient-fdr']
['loan']
['staples']
[]
['edu']
['navient']
['education']
['acs']
['staples']
"['office', 'depot']"
"['great', 'lakes']"
['loan']
"['office', 'depot']"
['staples']
['loan']
['staples']
"['half', 'price', 'books']"
['navient']
['navi']
['nelnet']
['navient']
[]
['navi']
"['office', 'depot']"
['education']
"['barnes', 'noble']"
['staples']
"['great', 'lakes']"
"['great', 'lakes']"
"['half', 'price', 'books']"
['officemax']
"['great', 'lakes']"
['loan']
['navient']
[]
['navi']
"['great', 'lakes']"
[]
['navi']
"['barnes', 'noble']"
['navient']
['loan']
['sofi']
"['great', 'lakes']"
['mohela']
"['office', 'depot']"
['staples']
['loan']
"['great', 'lakes']"
"['barnes', 'noble']"
['greatlakes']
['loan']
['loan']
"['half', 'price', 'books']"
['staples']
['navient']
[]
['navi']
['navient']
['loan']
['navi']
['loan']
['loan']
[]
['staples']
['loan']
[]
['staples']
['kindercare']
"['great', 'lakes']"
['navient-fdr']
"['barnes', 'noble']"
"['office', 'depot']"
['staples']
['navi']
['loan']
[]
['loan']
['navi']
['navient']
[]
[]
['loan']
[]
"['sallie', 'mae']"
['education']
['staples']
['loan']
['education']
[]
['education']
"['education', 'edu']"
"['great', 'lakes']"
['navi']
"['half', 'price', 'books']"
['education']
['loan']
['navient']
['lakes']
['nelnet']
"['office', 'depot']"
['loan']
['loan']
['navient-fdr']
['nelnet']
['loan']
"['barnes', 'noble']"
['navi']
['navi']
"['great', 'lakes']"
['education']
['navient']
['nelnet']
"['office', 'depot']"
['navi']
['ckfxxxxx8346pos\xa0navient']
['staples']
['staples']
['navient']
['loan']
['loan']
['staples']
['navient']
[]
[]
['loan']
['udemy.com']
['navi']
['navient']
['education']
[]
"['great', 'lakes']"
"['navient-dept', 'loan']"
['loan']
['staples']
['education']
[]
"['barnes', 'noble']"
['navient']
['navient']
['nelnet']
['staples']
[]
['navi']
['education']
['education']
['udemy']
[]
['navi']
['education']
['loan']
['loan']
['udemy.com']
"['half', 'price', 'books']"
['education']
"['half', 'price', 'books']"
['navi']
[]
"['office', 'depot']"
['staples']
['loan']
['udemy']
"['navient', 'navi']"
[]
['loan']
"['navi', 'navi']"
[]
['navi']
['education']
['navi']
['osla-student']
"['great', 'lakes']"
['navient']
"['great', 'lakes', 'great', 'lakes']"
['staples']
['nelnet']
['navient-fdr']
"['navient', 'navi']"
['loan']
['529']
[]
"['navient', 'navi']"
['navi']
['navient-fdr']
['navient']
['staples']
['loan']
"['barnes', 'noble']"
['loan']
['navient']
['education']
"['barnes', 'noble']"
"['barnes', 'noble']"
['loan']
['navi']
"['navient', 'navi']"
[]
[]
['loan']
"['barnes', 'noble']"
['education']
['navient']
['loan']
['education']
['bp-mohela']
['navi']
['education']
['loan']
['education']
"['office', 'depot']"
['navient-fdr']
['loan']
"['great', 'lakes']"
['loan']
"['barnes', 'noble']"
"['great', 'lakes']"
['education']
['officemax']
[]
['education']
['staples']
['navient']
['loan']
['navi']
"['barnes', 'noble']"
['loan']
['staples']
"['barnes', 'noble']"
['loan']
['navient']
['acs']
['udemy.com']
"['office', 'depot']"
['loan']
"['fedloan', 'servicin']"
['nelnet']
['loan']
['navi']
['navient']
[]
['loan']
[]
['navi']
"['office', 'depot']"
['nelnet']
"['office', 'depot']"
['loan']
"['office', 'depot']"
['loan']
[]
['loan']
[]
['navient']
"['office', 'depot']"
"['navient', 'navi', 'navient']"
['navient']
"['great', 'lakes']"
"['sallie', 'mae']"
['staples']
[]
"['great', 'lakes']"
"['<br>sallie', 'mae']"
[]
['loan']
['loan']
['nelnet']
[]
['chase']
['staples']
[]
[]
['navi']
['loan']
[]
['navi']
['<br>mohela']
['acs']
['kindercare']
['loan']
['mohela']
['osla-student']
['nelnet']
